C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefAgilePointDBforRunning.cs,1411,作業單流程,"where def_name in ('作業單流程','作業單自動化流程') " +
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefAgilePointDBforRunning.cs,1411,作業單自動化流程,"where def_name in ('作業單流程','作業單自動化流程') " +
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,278,全部,dr["text"] = "全部";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,307,全部,dr["text"] = "全部(含已處理)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,307,含已處理,dr["text"] = "全部(含已處理)";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,941,科組,case "科組":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,954,全部,case "全部":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1020,科組,case "科組":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1026,全部,case "全部":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1146,科組,case "科組":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1167,全部,case "全部":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1242,科組,case "科組":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1255,全部,case "全部":
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1589,問題件,string participant_user = "問題件";
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1650,作業單流程,"where pro.def_name in ('作業單流程','作業單自動化流程','需求單流程','需求單分案流程') " +
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1650,作業單自動化流程,"where pro.def_name in ('作業單流程','作業單自動化流程','需求單流程','需求單分案流程') " +
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1650,需求單流程,"where pro.def_name in ('作業單流程','作業單自動化流程','需求單流程','需求單分案流程') " +
C:\SourceCode\CTBC\ITRQ\sourcecode\App_Code\Data\RefData.cs,1650,需求單分案流程,"where pro.def_name in ('作業單流程','作業單自動化流程','需求單流程','需求單分案流程') " +
